sample_id,word_id_gold,word_gold,lemma_gold,pos_gold,token_idx,word_id_pred,word_pred,lemma_pred,pos_pred,word_match,pos_match?,lemma_match?,lemma_sim?
phi0690.phi003.perseus-lat1.tb.xml@41,1,te,tu,PRON,0,1,te,tu,PRON,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@41,2,quoque,quoque,PART,1,2,quoque,quoque,ADV,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@41,3,magna,magnus,ADJ,2,3,magna,magnus,ADJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@41,4,manent,maneo,VERB,3,4,manent,maneo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@41,5,regnis,regnum,NOUN,4,5,regnis,regnum,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@41,6,penetralia,penetralis,ADJ,5,6,penetralia,penetralis,ADJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@41,7,nostris,noster,DET,6,7,nostris,noster,DET,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@41,8,:,:,PUNCT,7,8,:,:,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@43,1,foliis,folium,NOUN,0,1,foliis,folius,NOUN,True,True,False,0.8333333333333334
phi0690.phi003.perseus-lat1.tb.xml@43,2,tantum,tantus,ADV,1,2,tantum,tantum,ADV,True,True,False,0.8333333333333334
phi0690.phi003.perseus-lat1.tb.xml@43,3,ne,ne,ADV,2,3,ne,ne,SCONJ,True,False,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@43,4,carmina,carmen,NOUN,3,4,carmina,carmen,NOUN,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@43,5,manda,mando,VERB,4,5,manda,maneo,VERB,True,True,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@43,6,",",",",PUNCT,5,6,",",",",PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@43,7,ne,ne,SCONJ,6,7,ne,ne,SCONJ,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@43,8,turbata,turbo,VERB,7,8,turbata,turbo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@43,9,volent,volo,VERB,8,9,volent,volo,VERB,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@43,10,rapidis,rapidus,ADJ,9,10,rapidis,rapis,NOUN,True,False,False,0.8333333333333334
phi0690.phi003.perseus-lat1.tb.xml@43,11,ludibria,ludibrium,NOUN,10,11,ludibria,ludiberium,NOUN,True,True,False,0.9473684210526315
phi0690.phi003.perseus-lat1.tb.xml@43,12,ventis,ventus,NOUN,11,12,ventis,vens,NOUN,True,True,False,0.8
phi0690.phi003.perseus-lat1.tb.xml@43,13,;,;,PUNCT,12,13,;,;,PUNCT,True,True,True,1.0
phi0690.phi003.perseus-lat1.tb.xml@44,1,ipsa,ipse,DET,0,1,ipsa,ipse,DET,True,True,True,1.0
